z
0.70718
0.41446
1.29276
0.96826
1.03633
0.83824
0.55951
1.37212
1.22023
0.95614
0.65121
0.6493
0.55852
1.17083
0.60191
1.34082
0.90779
0.96691
1.19226
0.33048
0.93673
0.70979
1.0564
0.66555
1.36082
1.16214
0.73292
1.11996
0.56591
1.32075
1.08231
1.16839
1.05153
1.23079
0.27672
1.04899
0.82466
1.04145
1.3946
1.24172
0.83684
1.2495
0.40668
0.408
1.05421
0.44921
0.28935
0.78074
1.29858
1.26763
1.37309
1.16951
0.76502
0.80184
0.86305
1.14962
1.02058
0.97758
0.85337
0.85246
0.95364
0.77964
1.11892
0.80976
1.2843
0.40733
1.39388
0.5579
0.79244
0.77285
1.28685
0.65871
0.8806
0.55115
0.7579
0.81486
0.94582
1.37906
1.06293
1.37325
0.7747
0.99618
0.82919
1.18031
1.28563
0.99953
0.8836
0.56303
0.85485
0.80874
0.60327
0.96283
1.17784
0.54175
0.8225
1.21524
0.81274
0.83134
1.3874
0.59945
0.67446
1.07684
1.03583
0.91329
1.21283
0.83888
1.28694
1.21491
0.80773
1.19426
0.46653
1.33494
1.33657
0.75552
0.97951
0.95083
0.61033
1.13292
0.98578
1.2114
1.07561
0.9676
0.77039
1.00556
0.61232
1.10849
1.04964
1.31915
1.19972
0.80327
0.91509
0.88173
1.00505
1.16278
0.40816
0.82803
0.86623
0.95003
0.4461
0.68894
1.04916
0.62113
0.66012
0.57809
1.16881
1.35505
0.53859
0.90902
1.02212
0.84219
1.05627
0.98078
1.10393
1.05282
0.92929
1.1682
0.56059
0.82553
1.29348
0.70642
1.1779
1.22283
0.83944
1.32897
1.3067
1.02465
1.01909
1.1821
1.34674
1.30834
1.29932
0.8377
0.99545
1.10791
0.95089
1.24747
0.56609
0.80381
0.78031
1.1595
1.00241
1.01942
0.56193
0.73066
0.80751
0.95998
0.84887
0.56252
0.81706
1.18805
0.79502
0.41621
1.10278
0.65051
0.98841
0.87372
1.32593
0.8062
0.35666
1.23155
0.7044
1.16911
0.56968
0.98239
0.80625
0.75112
0.54174
0.66976
1.37603
0.80362
0.7874
0.73523
0.29807
0.87273
0.41925
0.29849
1.41268
1.16951
0.85061
1.04913
1.30846
0.80686
1.10068
1.41572
0.75874
0.24175
0.69174
1.15495
1.39482
0.58386
0.6893
1.33788
1.31308
1.0917
0.52248
1.21956
0.54742
0.91986
1.1689
0.82376
0.6924
1.00362
1.39452
0.87532
0.44983
1.35993
1.37681
1.08086
1.36253
1.32195
0.20348
1.36363
0.51208
0.73866
1.1681
1.24676
0.43651
0.7776
1.3423
0.90293
0.58492
0.63423
1.37505
1.37821
0.39259
0.95401
0.81266
0.6946
0.59229
1.07892
1.16627
1.10914
0.63827
1.02549
1.02458
0.82567
1.11595
1.21878
1.07908
0.53033
0.82883
1.04663
1.03208
1.23426
0.70831
0.5617
0.97123
1.19828
0.95075
0.91859
0.74303
1.15811
1.01253
0.59793
0.16109
0.97171
0.94243
0.37442
0.688
