z
1.06743
0.77218
1.38254
0.83222
0.93452
0.98276
1.40278
0.58187
1.35098
0.64309
0.61887
0.87808
0.85856
0.87686
0.78569
1.00652
0.59385
1.36512
1.2217
1.30426
1.41317
0.86204
1.19622
1.32716
0.87594
1.37856
0.33635
1.03298
0.57251
0.66827
0.38445
1.13389
0.64512
0.54855
0.91226
0.19673
1.36316
1.1171
0.65837
1.26791
0.30262
1.13001
1.30988
1.04599
1.11883
1.36745
0.85045
0.73507
1.01951
0.39958
1.16821
1.08954
1.07841
1.14224
1.09257
0.4689
1.14555
1.04023
0.90383
1.0028
1.22153
1.08457
0.57824
1.13968
0.96359
0.37145
1.38986
0.60914
1.17602
1.39284
1.30904
1.35097
1.18916
1.25922
0.62518
1.28111
0.81887
1.12848
0.36856
1.4145
1.15504
1.20354
1.2993
0.98835
1.16683
0.44593
0.92985
1.27855
1.26137
1.19825
0.51318
0.93688
1.20924
1.35074
1.01697
1.03359
0.4066
0.62312
0.44775
1.1762
1.03733
0.98855
0.8866
1.17709
1.14209
0.62465
1.24737
1.30569
0.97336
0.74706
0.89494
0.45343
0.35441
1.25375
0.66792
1.1226
1.28719
1.11004
0.5924
1.01747
1.31083
0.58031
0.36246
1.31425
1.3763
0.53244
1.17033
0.47582
0.41825
1.18512
0.53862
0.91072
0.71231
0.52164
0.46816
0.49386
0.86083
0.72623
0.85695
0.79704
0.36346
0.91573
1.36734
0.75762
0.50637
0.85093
1.31021
1.3543
1.17822
1.01412
1.02656
0.97951
0.61505
1.27444
0.77289
0.76615
1.19371
1.03425
1.27689
0.92649
0.77139
0.34692
1.05653
0.7713
0.57518
1.18396
1.14685
1.08756
0.51438
1.06602
1.21061
0.72678
0.88879
0.70095
0.63671
1.14247
1.35779
0.99362
1.25385
1.03964
1.26446
0.66324
0.93521
1.19938
0.82456
0.76358
1.29275
1.0377
0.46286
1.11087
1.38754
0.86149
0.68773
0.56851
1.06656
0.97939
1.2117
1.35728
0.3514
0.66812
0.93873
0.75013
1.03266
1.03683
1.33788
1.30134
0.84649
0.71777
0.90657
1.35949
0.66293
1.28998
0.12329
0.68784
0.52398
1.30047
0.7533
0.63133
1.33067
1.4045
1.21193
1.06853
1.02255
0.95353
1.19857
1.03858
1.28675
1.33306
0.64513
0.58567
0.26144
1.37657
0.93084
0.43299
1.03366
0.78768
0.07012
1.18305
0.58318
1.10351
1.29671
1.36222
0.63901
0.25651
1.05525
0.43654
0.53162
1.36859
1.1319
1.37783
1.38608
1.02555
0.82563
0.69706
0.93243
0.34801
0.72748
1.37892
1.20387
0.53024
0.84086
0.67711
0.51476
0.60243
0.72818
0.26819
0.56552
1.20147
1.34126
0.9284
1.16372
1.39954
0.68732
1.0743
0.56596
1.15183
0.84147
0.73775
1.06887
1.27996
1.07739
0.62512
1.19183
1.37316
0.40346
0.50656
1.28312
1.24771
0.57529
1.39111
