z
1.30988
1.14224
1.13968
0.89494
0.58031
0.41825
1.17822
1.01412
1.08756
0.76358
1.29275
0.66812
1.33788
1.35949
0.12329
0.58567
1.02555
0.93243
0.73775
1.06887
0.62512
0.57529
0.48188
0.48538
1.06209
0.33461
1.40749
1.08814
1.07393
0.5841
0.78194
0.71862
0.85574
1.39126
1.24018
1.06266
1.26732
1.1426
1.07832
0.72062
0.73502
1.34802
1.22765
1.04265
0.82387
1.39983
0.94429
1.08387
1.38677
1.30183
0.95267
1.33392
1.1505
0.98118
1.39229
1.10582
1.25898
1.09252
0.48165
1.29875
0.18641
1.27962
0.93918
1.28169
1.16809
1.17569
0.89186
0.93862
1.34783
1.32158
0.46047
1.06428
1.03972
1.12951
0.38677
1.25036
1.28863
0.50629
1.18907
0.85212
0.99551
1.23797
0.67313
1.15381
1.04044
1.03282
0.81283
0.7596
1.35224
0.99775
0.76641
0.47352
1.04196
1.07004
0.74207
0.40777
0.85187
1.21922
0.70953
1.01765
0.68713
0.7363
1.11917
0.26833
0.26201
1.35751
1.33088
1.35835
1.06332
1.25137
0.81571
0.67651
1.36099
1.33446
1.38627
0.47863
0.73996
0.63619
1.29515
0.82045
0.65312
0.75673
0.92147
1.29476
0.80393
0.6541
0.67811
1.23434
1.1947
1.39224
1.39383
1.09622
0.74501
1.1564
0.97277
0.40459
0.81413
1.24392
0.52306
0.99834
0.42797
0.55569
1.03803
0.49018
0.43368
0.4065
0.78174
1.12974
1.0279
1.03808
0.82022
1.35596
0.27134
0.57804
0.57928
1.34559
1.23685
1.04655
1.25362
1.26028
0.76671
1.24743
0.43295
1.24717
0.92466
1.03232
1.06983
0.88702
1.37519
0.91006
0.37986
0.42115
1.07184
0.79123
0.57643
0.89534
1.2528
1.04283
0.80242
1.12005
1.31561
1.31529
0.50964
1.32798
0.15192
0.73293
0.81788
1.03497
0.40733
0.94924
0.8421
0.79813
0.46399
0.14951
0.5816
1.17996
1.17116
0.88877
0.78598
0.97008
1.01992
1.11655
0.87193
1.26595
1.03424
0.97104
0.96647
1.08412
0.48914
