z
0.66187
1.1569
1.20238
0.50482
1.30189
0.70718
1.29669
0.67569
0.90029
1.08787
1.25375
0.93139
0.76736
0.72719
0.6749
1.05475
0.66043
0.78976
1.33005
0.99963
0.2197
0.32816
1.41155
1.04023
0.35455
0.26281
1.16498
0.79046
0.93444
0.65978
0.61555
0.82796
0.99917
0.94631
0.98123
0.8232
1.20007
1.40452
0.61625
1.30384
0.91163
1.3136
1.24808
1.34275
1.40271
0.85441
1.15034
0.54656
0.32419
0.69724
1.0108
0.94209
0.87036
1.12543
0.77723
1.0028
0.39727
0.60557
1.11594
1.13935
1.3614
0.94624
0.41446
1.04735
0.6213
1.34903
0.76997
1.29276
0.61511
0.82624
1.38452
1.26082
0.66557
0.68491
1.41166
1.10749
1.19507
0.23717
1.00079
1.24539
1.35634
0.9896
1.0482
0.84224
1.4163
0.63238
0.89186
1.19766
1.3771
1.20302
1.31233
0.96826
1.23408
1.19112
0.95759
1.30689
1.14935
1.26528
1.25636
0.95571
0.42207
1.18098
1.24337
1.04316
0.88446
0.60906
1.07134
0.87457
0.98285
1.28815
0.83678
1.29612
1.40451
0.97832
1.02173
1.35254
1.19632
1.25859
1.1817
0.38492
0.8082
0.99879
0.31576
0.77618
0.52402
0.86455
0.71004
0.98642
0.88464
1.16273
0.82521
0.61542
1.32587
1.02091
0.57332
0.95834
0.94242
1.16923
0.64299
1.09951
1.32325
1.03633
0.6645
1.20845
0.78409
0.57575
1.38882
1.39169
1.16885
1.31083
0.60145
0.85342
0.95972
0.8006
0.83824
0.95753
1.13497
1.03074
0.84713
0.68138
0.81774
0.27881
1.0344
0.35005
1.264
1.12054
0.55951
1.26579
1.18164
1.31239
1.25946
0.63876
1.17425
1.08848
0.36747
1.37212
0.4521
0.24945
1.12463
1.08368
1.25275
0.90817
0.9962
1.06052
1.11961
1.29562
1.23411
0.7569
1.15864
1.08264
1.37753
0.42994
0.5017
0.63734
1.35602
1.40386
0.62554
0.69503
1.02756
1.10249
1.38805
0.53689
1.18667
1.1771
0.74627
0.54199
0.6321
0.8209
1.32416
0.36424
0.25919
0.43216
0.80904
0.56317
0.88544
0.64447
0.42812
0.43331
1.34053
0.76755
1.22023
1.3594
1.26849
1.33433
0.92905
1.39474
0.34868
1.11992
0.65202
0.70668
0.60509
0.99555
1.24
0.76292
0.83794
0.95614
1.24525
1.29408
1.21539
0.64579
0.47745
0.57193
1.16031
0.90016
0.65121
1.00119
0.82125
1.28371
1.16227
1.25153
1.18467
1.25251
0.78059
0.66412
1.39146
1.19632
0.50361
0.37445
0.77238
1.03656
0.94551
0.35003
1.41531
1.37861
1.12286
0.65651
0.83159
1.33292
1.33327
1.1208
1.16337
0.92968
0.47883
0.77022
1.34912
1.0719
0.82538
0.63949
1.05834
1.21405
0.82702
1.38881
0.93921
0.78609
0.71087
1.30623
0.41612
0.76716
0.54947
0.53535
0.64027
1.33084
0.6493
0.94598
1.25633
0.76035
0.98267
1.1042
0.23396
1.36519
0.81303
0.77959
0.9274
1.30795
0.48871
0.96112
1.03658
0.86107
0.27992
0.61941
0.68987
0.95383
1.02225
1.03265
0.54387
0.55852
0.46831
1.24118
1.1729
1.05934
1.04552
0.91791
0.92553
1.18614
0.65313
0.79535
0.90218
1.154
0.60954
1.17083
1.34368
1.09263
1.03305
0.83989
1.24042
1.34477
0.6839
1.01669
0.60191
1.05225
0.62512
0.71014
1.34082
1.30154
1.06028
1.28437
1.04263
0.90779
0.51587
0.61201
1.39374
0.46762
1.27916
1.29622
1.06505
1.33529
0.74583
0.54822
0.88333
0.96344
0.94723
1.40553
1.09028
1.25566
0.80453
1.12078
1.14793
1.27566
1.06161
0.62998
0.27621
1.0681
0.48417
1.0843
1.1653
1.28845
1.18261
1.1785
0.87388
1.26769
0.75163
0.95068
1.21564
1.01723
0.57312
0.79381
0.54993
1.18883
0.46626
0.8335
1.12919
1.10724
0.43315
0.93458
1.13571
0.90499
0.42439
1.05656
1.0285
1.37102
1.26659
0.96691
1.26003
1.17368
0.57193
0.87272
0.33317
1.16372
1.17128
1.09687
0.59514
1.2981
0.81802
0.55795
0.59746
1.39909
0.50175
1.13773
1.07977
0.18481
0.52837
0.62275
0.44592
0.86325
1.1764
1.31479
1.28154
1.31108
0.59907
1.08848
1.08957
1.35655
0.70986
0.26635
0.5393
0.88859
0.88071
1.04618
0.68173
1.20982
0.95534
1.38632
0.51032
1.34653
1.08061
0.43579
0.81311
1.05809
1.19226
1.16129
0.43842
1.32294
0.26868
1.21267
1.12597
1.01792
1.2663
0.49779
0.99657
1.40238
1.25492
1.21504
1.1962
1.10075
1.37638
1.36197
1.38125
1.20522
1.06089
0.75801
0.90983
1.2274
1.04213
1.19879
0.40361
0.33048
1.32655
0.89088
1.19972
1.39898
0.90148
1.2207
0.76113
0.45797
1.31086
0.93203
0.8182
1.02509
1.0209
1.25243
0.53785
1.29457
0.56529
0.70855
1.05236
0.86918
1.35996
1.22149
0.36953
1.22107
0.59503
0.64543
1.12459
0.82832
0.52301
0.94189
0.63598
1.14892
1.41475
1.31441
1.17909
1.23698
1.11184
0.61307
0.76795
0.79092
0.92176
0.58882
0.93673
1.0982
0.37661
1.2891
1.16319
1.1616
0.85765
0.9592
1.07428
1.2251
0.69663
1.26661
0.55842
0.86617
0.77237
0.93856
1.16944
0.74512
0.33832
0.83274
0.70979
1.33831
0.93364
1.11174
1.00567
1.11601
0.53709
0.99267
1.34534
1.07536
1.21107
0.62408
1.22709
0.73872
1.26078
0.9577
0.90769
0.89759
