,H0_standard_dz_0_003,standard_dz_0_003,H0_standard_dz_0_03,standard_dz_0_03,H0_corrected_dz_0_003,corrected_dz_0_003,H0_corrected_dz_0_03,corrected_dz_0_03,H0_perfz,perfz
592,71.85185185185185,1.1008166892084142e-13,71.85185185185185,1.2240042471038095e-07,70.92592592592592,0.006812123860948641,71.85185185185185,0.17588378978223776,70.92592592592592,0.00017211812688826107
593,71.87187187187187,5.893390256022505e-14,71.87187187187187,1.4277980676230254e-07,70.93593593593593,0.006172489325567476,71.87187187187187,0.17543912450592092,70.93593593593593,0.00014454242384783725
594,71.89189189189189,3.135096584698896e-14,71.89189189189189,1.6643796797726684e-07,70.94594594594595,0.00558779688516976,71.89189189189189,0.1749815494156735,70.94594594594595,0.00012118456193303804
595,71.91191191191191,1.6571900186899416e-14,71.91191191191191,1.9388299299321325e-07,70.95595595595596,0.00505386269840885,71.91191191191191,0.17451119476934912,70.95595595595596,0.0001014337552043283
596,71.93193193193193,8.704212466532588e-15,71.93193193193193,2.2569849058093476e-07,70.96596596596596,0.0045667678988860535,71.93193193193193,0.1740281933217603,70.96596596596596,8.476195277417719e-05
597,71.95195195195195,4.542789146355606e-15,71.95195195195195,2.62554305291651e-07,70.97597597597597,0.004122847002760219,71.95195195195195,0.17353268026633467,70.97597597597597,7.071355102302032e-05
598,71.97197197197197,2.3558722017170356e-15,71.97197197197197,3.052186683796556e-07,70.98598598598599,0.003718676315613879,71.97197197197197,0.17302479317399097,70.98598598598599,5.889624191393685e-05
599,71.991991991992,1.2139954490586963e-15,71.991991991992,3.545719693670427e-07,70.995995995996,0.003351062400332879,71.991991991992,0.17250467193498997,70.995995995996,4.897289362796743e-05
600,72.01201201201201,6.216110168663639e-16,72.01201201201201,4.116223507233899e-07,71.006006006006,0.0030170306611755214,72.01201201201201,0.1719724586973297,71.006006006006,4.06543659645064e-05
601,72.03203203203203,3.162691203809744e-16,72.03203203203203,4.775233514536392e-07,71.01601601601601,0.002713814093129547,72.03203203203203,0.17142829780593402,71.01601601601601,3.369316931867264e-05
602,72.05205205205205,1.598937368100549e-16,72.05205205205205,5.535938511133645e-07,71.02602602602603,0.0024388422397099265,72.05205205205205,0.17087233574143765,71.02602602602603,2.787788245065405e-05
603,72.07207207207207,8.032353586068916e-17,72.07207207207207,6.41340594121548e-07,71.03603603603604,0.002189730396735044,72.07207207207207,0.17030472105828964,71.03603603603604,2.3028250606410576e-05
604,72.09209209209209,4.009507383474929e-17,72.09209209209209,7.424836054329701e-07,71.04604604604604,0.0019642690943038462,72.09209209209209,0.16972560432145734,71.04604604604604,1.8990891760379834e-05
605,72.11211211211211,1.9887316298230753e-17,72.11211211211211,8.589848429144811e-07,71.05605605605605,0.0017604138841948252,72.11211211211211,0.16913513804519337,71.05605605605605,1.5635544767574447e-05
606,72.13213213213213,9.801633019497914e-18,72.13213213213213,9.930804693820335e-07,71.06606606606607,0.0015762754552168749,72.13213213213213,0.1685334766292703,71.06606606606607,1.2851798984758543e-05
