,CI_standard_dz_0_003,Frac_in_CI_standard_dz_0_003,CI_standard_dz_0_03,Frac_in_CI_standard_dz_0_03,CI_corrected_dz_0_003,Frac_in_CI_corrected_dz_0_003,CI_corrected_dz_0_03,Frac_in_CI_corrected_dz_0_03,CI_perfz,Frac_in_CI_perfz
87,0.5997831594715475,0.8712871287128713,0.004047649718864532,0.8712871287128713,0.8180947033202707,0.8712871287128713,0.8954210278959202,0.8712871287128713,0.8936116617101179,0.8712871287128713
88,0.6240540847191014,0.8811881188118812,0.0041775617910865485,0.8811881188118812,0.8199347380358534,0.8811881188118812,0.9000591729350407,0.8811881188118812,0.9106042521047176,0.8811881188118812
89,0.6675935011725318,0.8910891089108911,0.004314161692513619,0.8910891089108911,0.8439227187784604,0.8910891089108911,0.9085908184998716,0.8910891089108911,0.9274407648983245,0.8910891089108911
90,0.6923607518423286,0.900990099009901,0.004409854612802102,0.900990099009901,0.8515916511732557,0.900990099009901,0.9195314606373615,0.900990099009901,0.9277197858799039,0.900990099009901
91,0.7135185404847363,0.9108910891089109,0.004425954325156931,0.9108910891089109,0.8525882979511349,0.9108910891089109,0.9291503078517087,0.9108910891089109,0.93646329245148,0.9108910891089109
92,0.7172881640330384,0.9207920792079208,0.007313853480355978,0.9207920792079208,0.8819282124343782,0.9207920792079208,0.9390135008398824,0.9207920792079208,0.9367863964194022,0.9207920792079208
93,0.7265592468031796,0.9306930693069307,0.007568133759693869,0.9306930693069307,0.9058584194910343,0.9306930693069307,0.9409720638757322,0.9306930693069307,0.9454954387861547,0.9306930693069307
94,0.7339869213214317,0.9405940594059405,0.008524140191757488,0.9405940594059405,0.9181817822572954,0.9405940594059405,0.9567472304478944,0.9405940594059405,0.9639221514866093,0.9405940594059405
95,0.7590853979500787,0.9504950495049505,0.009681863880386844,0.9504950495049505,0.9247403665216176,0.9504950495049505,0.9683636341085508,0.9504950495049505,0.9660274724621604,0.9504950495049505
96,0.771755118630333,0.9603960396039604,0.012224551294805106,0.9603960396039604,0.9499628896311009,0.9603960396039604,0.974228329744496,0.9603960396039604,0.9805209271348155,0.9603960396039604
97,0.8318517348656614,0.9702970297029703,0.039872875353090864,0.9702970297029703,0.9685421501937391,0.9702970297029703,0.9744726890517253,0.9702970297029703,0.9830994362674493,0.9702970297029703
98,0.8399887496540488,0.9801980198019802,0.05149885735915871,0.9801980198019802,0.9700094161294903,0.9801980198019802,0.9803413711375183,0.9801980198019802,0.9869548769191545,0.9801980198019802
99,0.8765243544991973,0.9900990099009901,0.8755226268163012,0.9900990099009901,0.994348671421749,0.9900990099009901,0.9928067587961399,0.9900990099009901,0.9877930996254606,0.9900990099009901
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
